miRNA,Target gene
hsa-miR-124,CTNNB1
hsa-miR-124,FRAS1
hsa-miR-124,GNAI2
hsa-miR-124,AHNAK2
hsa-miR-124,ARPC5L
hsa-miR-124,FOXRED2
hsa-miR-124,BRE
hsa-miR-124,SIRT1
hsa-miR-124,ATAD3A
hsa-miR-124,ZNF740
hsa-miR-124,RAVER1
hsa-miR-124,NRAS
hsa-miR-124,POP5
hsa-miR-124,MCAM
hsa-miR-124,NUP50
hsa-miR-124,NIP7
hsa-miR-124,ATXN2L
hsa-miR-124,SERPINH1
hsa-miR-124,CDKN2A
hsa-miR-124,CDK4
hsa-miR-124,CHMP2B
hsa-miR-124,SFRS3
hsa-miR-124,PLOD3
hsa-miR-124,PLOD1
hsa-miR-124,PIAS1
hsa-miR-124,SNRPF
hsa-miR-124,LIMCH1
hsa-miR-124,PABPC4
hsa-miR-124,NOL10
hsa-miR-124,KIF2C
hsa-miR-124,SP3
hsa-miR-124,MCM7
hsa-miR-124,SHMT2
hsa-miR-124,FLOT2
hsa-miR-124,CCT3
hsa-miR-124,FLII
hsa-miR-124,KIF20A
hsa-miR-124,NOC3L
hsa-miR-124,CHRAC1
hsa-miR-124,HSD17B10
hsa-miR-124,ROD1
hsa-miR-124,THOC6
hsa-miR-124,LIN7C
hsa-miR-124,SNX9
hsa-miR-124,KRI1
hsa-miR-124,G3BP1
hsa-miR-124,DDX6
hsa-miR-124,LAS1L
hsa-miR-124,ACTR5
hsa-miR-124,SNAP23
hsa-miR-124,HADHA
hsa-miR-124,HADHB
hsa-miR-124,TFB2M
hsa-miR-124,PPAN
hsa-miR-124,ANXA5
hsa-miR-124,PHC2
hsa-miR-124,IGFBP7
hsa-miR-124,MBD3
hsa-miR-124,POLR2B
hsa-miR-124,SFRS5
hsa-miR-124,TIMM13
hsa-miR-124,RCC2
hsa-miR-124,NT5E
hsa-miR-124,COL12A1
hsa-miR-124,CAPRIN1
hsa-miR-124,ANPEP
hsa-miR-124,MSN
hsa-miR-124,DDX50
hsa-miR-124,C1orf107
hsa-miR-124,RFX1
hsa-miR-124,SFRS2IP
hsa-miR-124,TCOF1
hsa-miR-124,CPSF4
hsa-miR-124,FBXL11
hsa-miR-124,NFIC
hsa-miR-124,SPIN3
hsa-miR-124,PACSIN3
hsa-miR-124,MUC1
hsa-miR-124,DKC1
hsa-miR-124,ARPC1B
hsa-miR-124,AURKB
hsa-miR-124,ALDH3B2
hsa-miR-124,COL1A1
hsa-miR-124,G3BP2
hsa-miR-124,SP1
hsa-miR-124,ACTR3
hsa-miR-124,PRPH
hsa-miR-124,SPIN1
hsa-miR-124,ENAH
hsa-miR-124,PTRF
hsa-miR-124,NOL8
hsa-miR-124,2-Sep
hsa-miR-124,POLR2L
hsa-miR-124,DNM2
hsa-miR-124,C19orf21
hsa-miR-124,CDK2
hsa-miR-124,PICALM
hsa-miR-124,PARN
hsa-miR-124,CLTA
hsa-miR-124,LMNB1
hsa-miR-124,PGM5
hsa-miR-124,DCTN3
hsa-miR-124,EIF2AK2
hsa-miR-124,STOM
hsa-miR-124,GOLGA7
hsa-miR-124,EIF3EIP
hsa-miR-124,MLLT4
hsa-miR-124,DCUN1D5
hsa-miR-124,SNRPB
hsa-miR-124,PES1
hsa-miR-124,TRIM25
hsa-miR-124,ABCF2
hsa-miR-124,ANAPC7
hsa-miR-124,TRPC1
hsa-miR-124,NONO
hsa-miR-124,HELLS
hsa-miR-124,NOSIP
hsa-miR-124,MYH9
hsa-miR-124,SMARCA2
hsa-miR-124,BCCIP
hsa-miR-124,TLN1
hsa-miR-124,DPF2
hsa-miR-124,WTAP
hsa-miR-124,PBX1
hsa-miR-124,NMNAT1
hsa-miR-124,ZBTB2
hsa-miR-124,FXR1
hsa-miR-124,VIM
hsa-miR-124,CD55
hsa-miR-124,MPHOSPH10
hsa-miR-124,ANAPC5
hsa-miR-124,RBM28
hsa-miR-124,EHD2
hsa-miR-124,RRAS2
hsa-miR-124,GNB2L1
hsa-miR-124,ILF2
hsa-miR-124,SRBD1
hsa-miR-124,PHF6
hsa-miR-124,MBNL1
hsa-miR-124,GPATCH4
hsa-miR-124,CSDA
hsa-miR-124,CORO2A
hsa-miR-124,LARP1
hsa-miR-124,IFI16
hsa-miR-124,PPIF
hsa-miR-124,SAMD10
hsa-miR-124,JUP
hsa-miR-124,C18orf37
hsa-miR-124,M-RIP
hsa-miR-124,KCD12_HUMAN
hsa-miR-124,WDR79
hsa-miR-124,C12ORF31
hsa-miR-124,HNRPCL1
hsa-miR-124,IMP3_HUMAN
hsa-miR-124,RBPJ
hsa-miR-124,C9ORF19
hsa-miR-124,NOLA1
hsa-miR-124,MED20
hsa-miR-124,EIF3B
hsa-miR-124,KIAA1553
hsa-miR-124,C20ORF77
hsa-miR-124,RPS15
hsa-miR-124,RELA
hsa-miR-124,CCL2
hsa-miR-124,EFNB1
hsa-miR-124,PEA15
hsa-miR-124,NR3C1
hsa-miR-124,NR3C2
hsa-miR-124,SMYD3
hsa-miR-124,E2F6
hsa-miR-124,IQGAP1
hsa-miR-124,NFKBIZ
hsa-miR-124,ITGB1
hsa-miR-124,SNAI2
hsa-miR-124,AR
hsa-miR-124,IL6R
hsa-miR-124,HMGA1
hsa-miR-124,CTGF
hsa-miR-124,ROCK1
hsa-miR-124,PIK3CA
hsa-miR-124,FXN
hsa-miR-124,MECP2
hsa-miR-124,SPHK1
hsa-miR-124,RRAS
hsa-miR-124,STAT3
hsa-miR-124,RAC1
hsa-miR-124,JAG1
hsa-miR-124,CAMTA1
hsa-miR-124,CLOCK
hsa-miR-124,SYCP1
hsa-miR-124,HNRNPA2B1
hsa-miR-124,PPP1R13L
hsa-miR-124,REST
hsa-miR-124,RAB38
hsa-miR-124,RGS4
hsa-miR-124,CCND2
hsa-miR-124,PRRX1
hsa-miR-124,ITGB3
hsa-miR-124,XRCC6
hsa-miR-124,KLF6
hsa-miR-124,FLOT1
hsa-miR-124,AMOTL1
hsa-miR-124,HOTAIR
hsa-miR-124,CD274
hsa-miR-124,GRIA2
hsa-miR-124,GRIA3
hsa-miR-124,CD151
hsa-miR-124,SOS1
hsa-miR-124,GRIA1
hsa-miR-1246,DYRK1A
hsa-miR-125a-3p,GPC4
hsa-miR-125a-3p,RHOA
hsa-miR-125a-3p,FYN
hsa-miR-125a-5p,ERBB3
hsa-miR-125a-5p,LIN28
hsa-miR-125a-5p,ERBB2
hsa-miR-125a-5p,CD34
hsa-miR-125a-5p,ZFAND1
hsa-miR-125a-5p,NOP16
hsa-miR-125a-5p,RBM17
hsa-miR-125a-5p,OMA1
hsa-miR-125a-5p,RBAK
hsa-miR-125a-5p,CREB5
hsa-miR-125a-5p,DUSP3
hsa-miR-125a-5p,YES1
hsa-miR-125a-5p,PANX1
hsa-miR-125a-5p,NR1D2
hsa-miR-125a-5p,PDPK1
hsa-miR-125a-5p,PUM2
hsa-miR-125a-5p,ERMP1
hsa-miR-125a-5p,CRK
hsa-miR-125a-5p,C22orf13
hsa-miR-125a-5p,EIF4EBP1
hsa-miR-125a-5p,HOXC4
hsa-miR-125a-5p,TCEB2
hsa-miR-125a-5p,ARPC5
hsa-miR-125a-5p,MAPK8
hsa-miR-125a-5p,TMEM101
hsa-miR-125a-5p,PARD6B
hsa-miR-125a-5p,CORO1C
hsa-miR-125a-5p,ZBTB10
hsa-miR-125a-5p,ZNF776
hsa-miR-125a-5p,TNPO2
hsa-miR-125a-5p,NDUFB6
hsa-miR-125a-5p,ATL2
hsa-miR-125a-5p,SNX4
hsa-miR-125a-5p,OSTM1
hsa-miR-125a-5p,ATXN1
hsa-miR-125a-5p,YOD1
hsa-miR-125a-5p,E2F7
hsa-miR-125a-5p,CLDN12
hsa-miR-125a-5p,SLC1A5
hsa-miR-125a-5p,NTRK3
hsa-miR-125a-5p,TP53
hsa-miR-125a-5p,CDKN1A
hsa-miR-125a-5p,VEGFA
hsa-miR-125a-5p,LIN28A
hsa-miR-125a-5p,KLF13
hsa-miR-125a-5p,BAK1
hsa-miR-125a-5p,ARID3B
hsa-miR-125a-5p,ELAVL1
hsa-miR-125a-5p,TNFAIP3
hsa-miR-125a-5p,SMAD4
hsa-miR-125a-5p,MMP11
hsa-miR-125a-5p,HK2
hsa-miR-125a-5p,LIFR
hsa-miR-125a-5p,EGFR
hsa-miR-125a-5p,TRAF6
hsa-miR-125a-5p,VPS51
hsa-miR-125a-5p,SIRT7
hsa-miR-125a-5p,CLEC5A
hsa-miR-125a-5p,LFNG
hsa-miR-125a-5p,IFNG
hsa-miR-125a-5p,ESRRA
hsa-miR-125a-5p,HuR
hsa-miR-125b,MUC1
hsa-miR-125b,EPO
hsa-miR-125b,KLF1
hsa-miR-125b,TBXAS1
hsa-miR-125b,C-Raf
hsa-miR-125b,IL-6
hsa-miR-125b,CYP24
hsa-miR-125b,GlyA
hsa-miR-125b,p53
hsa-miR-125b,TNF-Î±
hsa-miR-125b,PF-4
hsa-miR-125b,CD61
hsa-miR-125b,CD42a
hsa-miR-125b,LIN28A
hsa-miR-125b,BAK1
hsa-miR-125b,VDR
hsa-miR-125b,AKT1
hsa-miR-125b,CYP24A1
hsa-miR-125b,RAF1
hsa-miR-125b,GLI1
hsa-miR-125b,HMGA1
hsa-miR-125b,NKIRAS2
hsa-miR-125b,HMGA2
hsa-miR-125b,PRDM1
hsa-miR-125b,IRF4
hsa-miR-125b,GRIN2A
hsa-miR-125b,KLF13
hsa-miR-125b,IGF2
hsa-miR-125b,LIN28B
hsa-miR-125b,BBC3
hsa-miR-125b,TEF
hsa-miR-125b,PPP1CA
hsa-miR-125b,CBFB
hsa-miR-125b,BCL2
hsa-miR-125b,ETS1
hsa-miR-125b,RPS6KA1
hsa-miR-125b,TNFAIP3
hsa-miR-125b,PIGF
hsa-miR-125b,BCL3
hsa-miR-125b,TBC1D1
hsa-miR-125b,DGAT1
hsa-miR-125b,FGFR2
hsa-miR-125b,ARID3B
hsa-miR-125b,SMAD4
hsa-miR-125b,MCL1
hsa-miR-125b,IL6R
hsa-miR-125b,STARD13
hsa-miR-125b,ABTB1
hsa-miR-125b,HK2
hsa-miR-125b,E2F2
hsa-miR-125b,MMP13
hsa-miR-125b,MAPK14
hsa-miR-125b,NES
hsa-miR-125b,EIF4EBP1
hsa-miR-125b,CDH5
hsa-miR-125b,ARID3A
hsa-miR-125b,BCL2L2
hsa-miR-125b,NCOR2
hsa-miR-125b,PRTG
hsa-miR-125b,EIF5A2
hsa-miR-125b,MXD1
hsa-miR-125b,PIAS3
hsa-miR-125b,PIK3CD
hsa-miR-125b,PCTP
hsa-miR-125b,LIPA
hsa-miR-125b,GSS
hsa-miR-125b,IKZF2
hsa-miR-125b,IKZF3
hsa-miR-125b,IKZF4
hsa-miR-125b,ICAM2
hsa-miR-125b,VPS4B
hsa-miR-125b,MAN1B1
hsa-miR-125b,EPOR
hsa-miR-125b,AHRR
hsa-miR-125b,SCNN1A
hsa-miR-125b,VPS51
hsa-miR-125b,SIRT7
hsa-miR-125b,DUSP6
hsa-miR-125b,TET2
hsa-miR-125b,ENPEP
hsa-miR-125b,CSNK2A1
hsa-miR-125b,CCNJ
hsa-miR-125b,MEGF9
hsa-miR-125b-1*,TACSTD2
hsa-miR-125b-1*,S1PR1
hsa-miR-125b-2*,IGF1R
hsa-miR-126,SLC45A3
hsa-miR-126,EGFL7
hsa-miR-126,RGS3
hsa-miR-126,CRK
hsa-miR-126,V-CRK
hsa-miR-126,p85beta
hsa-miR-126,SPRED1
hsa-miR-126,HOXA9
hsa-miR-126,CCNE2
hsa-miR-126,PLK2
hsa-miR-126,SOX2
hsa-miR-126,TWF1
hsa-miR-126,TWF2
hsa-miR-126,PTPN7
hsa-miR-126,DNMT1
hsa-miR-126,KRAS
hsa-miR-126,IGFBP2
hsa-miR-126,PITPNC1
hsa-miR-126,MERTK
hsa-miR-126,SLC7A5
hsa-miR-126,PIK3CG
hsa-miR-126,TEK
hsa-miR-126,ADAM9
hsa-miR-126,MMP7
hsa-miR-126,CXCL12
hsa-miR-126,PGR
hsa-miR-126,FOXO3
hsa-miR-126,BCL2
hsa-miR-126,CXCR4
hsa-miR-126,CAMSAP1
hsa-miR-126,CD97
hsa-miR-126,TCF4
hsa-miR-126,RHOU
hsa-miR-126,LRP6
hsa-miR-126,ADM
hsa-miR-126,SIRT1
hsa-miR-126,NFKBIA
hsa-miR-126*,PTPN7
hsa-miR-126*,ADAM9
hsa-miR-126*,MMP7
hsa-miR-126*,CXCL12
hsa-miR-126*,MYC
hsa-miR-1271,GPC3
hsa-miR-127-3p,PRDM1
hsa-miR-127-3p,XBP1
hsa-miR-127-3p,BCL6
hsa-miR-127-3p,SETD8
hsa-miR-127-3p,MMP13
hsa-miR-127-3p,MAPK4
hsa-miR-127-3p,7-Sep
hsa-miR-127-3p,RGMA
hsa-miR-127-3p,ZWINT
hsa-miR-127-3p,SFRP1
hsa-miR-127-3p,SKI
hsa-miR-127-3p,SERPINB9
hsa-miR-127-3p,BLIMP1
hsa-miR-1285,TGM2
hsa-miR-128b,CTDSP1
hsa-miR-128b,SOX2
hsa-miR-128b,KLF4
hsa-miR-128b,TMTC3
hsa-miR-128b,BCL11B
hsa-miR-128b,LYSMD3
hsa-miR-128b,NOP2
hsa-miR-128b,ESCO2
hsa-miR-128b,RNF182
hsa-miR-128b,C10orf22
hsa-miR-128b,MAP2K1
hsa-miR-128b,GPAM
hsa-miR-128b,RAB21
hsa-miR-128b,AFF4
hsa-miR-128b,AP001453.6-2
hsa-miR-128b,NXT1
hsa-miR-128b,NUFIP2
hsa-miR-128b,MIER3
hsa-miR-128b,TMEM30A
hsa-miR-128b,RAB8B
hsa-miR-128b,LITAF
hsa-miR-128b,USP25
hsa-miR-128b,SLC39A7
hsa-miR-128b,HOXA10
hsa-miR-128b,ITPR1
hsa-miR-128b,CASP3
hsa-miR-128b,TUSC3
hsa-miR-128b,CD2AP
hsa-miR-128b,KIF5B
hsa-miR-128b,SSFA2
hsa-miR-128b,ANKFY1
hsa-miR-128b,CERK
hsa-miR-128b,YIPF5
hsa-miR-128b,TMEM170B
hsa-miR-128b,LIFR
hsa-miR-128b,TUB
hsa-miR-128b,SLC5A3
hsa-miR-128b,MRPL44
hsa-miR-128b,FBXW7
hsa-miR-128b,ZIC5
hsa-miR-128b,ZNF490
hsa-miR-128b,RPS6KA5
hsa-miR-128b,C6orf167
hsa-miR-128b,SUPT7L
hsa-miR-128b,MYO9A
hsa-miR-128b,PLAG1
hsa-miR-128b,GFPT2
hsa-miR-128b,C16orf53
hsa-miR-128b,GNB5
hsa-miR-128b,LBR
hsa-miR-128b,WDR40A
hsa-miR-128b,RMND5A
hsa-miR-128b,ANP32E
hsa-miR-128b,KCTD14
hsa-miR-128b,DNAJC27
hsa-miR-128b,HOXC6
hsa-miR-128b,MKNK2
hsa-miR-128b,BYSL
hsa-miR-128b,EIF2S2
hsa-miR-128b,ARID5B
hsa-miR-128b,ZNF238
hsa-miR-128b,ZNF800
hsa-miR-128b,FAM108C1
hsa-miR-128b,RPL28
hsa-miR-128b,MKLN1
hsa-miR-128b,UBR4
hsa-miR-128b,KLHL23
hsa-miR-128b,MBTD1
hsa-miR-128b,VPS4B
hsa-miR-128b,LMNB1
hsa-miR-128b,CTSZ
hsa-miR-128b,LSM14A
hsa-miR-128b,BLOC1S2
hsa-miR-128b,C20orf177
hsa-miR-128b,FOXP4
hsa-miR-128b,4-Oct
hsa-miR-128b,AGO1
hsa-miR-128b,DCX
hsa-miR-128b,RELN
hsa-miR-128b,LDLR
hsa-miR-128b,TXNIP
hsa-miR-128b,DBI
hsa-miR-128b,ADORA2B
hsa-miR-128b,E2F3
hsa-miR-128b,BMI1
hsa-miR-128b,MLL
hsa-miR-128b,AF4
hsa-miR-128b,NTRK3
hsa-miR-129*,PDCD2
hsa-miR-129-5p,ERalpha
hsa-miR-129-5p,AGO3
hsa-miR-129-5p,CAMTA1
hsa-miR-129-5p,NOTCH1
hsa-miR-129-5p,SOX4
hsa-miR-129-5p,UBE2F
hsa-miR-129-5p,FMR1
hsa-miR-129-5p,CDK6
hsa-miR-129-5p,BDKRB2
hsa-miR-129-5p,ABCB1
hsa-miR-129-5p,ABCC5
hsa-miR-129-5p,ABCG1
hsa-miR-129-5p,SP1
hsa-miR-129-5p,APC
hsa-miR-129-5p,RET
hsa-miR-129-5p,GALNT1
hsa-miR-129-5p,FNDC3b
hsa-miR-129-5p,TP53INP1
hsa-miR-129-5p,ETV6
hsa-miR-129-5p,TNPO1
hsa-miR-129-5p,ZFP91
hsa-miR-129-5p,PDS5A
hsa-miR-129-5p,BMPR2
hsa-miR-129-5p,EIF2C3
hsa-miR-130a,ERalpha
hsa-miR-130a,APP
hsa-miR-130a,KLF4
hsa-miR-130a,HOXA10
hsa-miR-130a,PPARG
hsa-miR-130a,DICER1
hsa-miR-130a,ATG2B
hsa-miR-130a,ESR1
hsa-miR-130a,IFITM1
hsa-miR-130a,RUNX3
hsa-miR-130a,SMAD4
hsa-miR-130a,GJA1
hsa-miR-130a,TNF
hsa-miR-130a,XIAP
hsa-miR-130a,ACVR1
hsa-miR-130a,IL18
hsa-miR-130a,TGFB1
hsa-miR-130a,PPARA
hsa-miR-130b,KIAA0494
hsa-miR-130b,NAT12
hsa-miR-130b,ASF1A
hsa-miR-130b,HABP4
hsa-miR-130b,SECISBP2L
hsa-miR-130b,SAPS2
hsa-miR-130b,E2F1
hsa-miR-130b,LPGAT1
hsa-miR-130b,TAX1BP1
hsa-miR-130b,ADAR
hsa-miR-130b,CNOT6
hsa-miR-130b,SNAPIN
hsa-miR-130b,TMEM109
hsa-miR-130b,SOCS4
hsa-miR-130b,SAPS3
hsa-miR-130b,GRB10
hsa-miR-130b,KCTD10
hsa-miR-130b,NDEL1
hsa-miR-130b,BTBD3
hsa-miR-130b,SERINC3
hsa-miR-130b,CBFB
hsa-miR-130b,WDR42A
hsa-miR-130b,RPA2
hsa-miR-130b,SCAMP2
hsa-miR-130b,ATMIN
hsa-miR-130b,HARS
hsa-miR-130b,ARCN1
hsa-miR-130b,ARL1
hsa-miR-130b,SPOPL
hsa-miR-130b,ZNF264
hsa-miR-130b,WDR33
hsa-miR-130b,DUSP8
hsa-miR-130b,COX10
hsa-miR-130b,TRPC3
hsa-miR-130b,BRWD1
hsa-miR-130b,ANKRD29
hsa-miR-130b,PTPRG
hsa-miR-130b,FAT3
hsa-miR-130b,PTER
hsa-miR-130b,EPC1
hsa-miR-130b,FAM129A
hsa-miR-130b,RAB34
hsa-miR-130b,ICMT
hsa-miR-130b,FBXO28
hsa-miR-130b,MKRN2
hsa-miR-130b,C14orf138
hsa-miR-130b,PTP4A1
hsa-miR-130b,KIAA1267
hsa-miR-130b,DDX5
hsa-miR-130b,ATP6V1C1
hsa-miR-130b,SLMAP
hsa-miR-130b,UQCRQ
hsa-miR-130b,SLC35D1
hsa-miR-130b,SFRS2
hsa-miR-130b,KIAA1549
hsa-miR-130b,EZH1
hsa-miR-130b,KBTBD2
hsa-miR-130b,STK11
hsa-miR-130b,TMEM168
hsa-miR-130b,SPG20
hsa-miR-130b,PSMD9
hsa-miR-130b,SIX4
hsa-miR-130b,GAS1
hsa-miR-130b,GLE1
hsa-miR-130b,MPHOSPH9
hsa-miR-130b,PRKAA1
hsa-miR-130b,THOP1
hsa-miR-130b,KLF9
hsa-miR-130b,NIN
hsa-miR-130b,GPR137C
hsa-miR-130b,ANKFY1
hsa-miR-130b,TRIP10
hsa-miR-130b,OTUD4
hsa-miR-130b,MPP5
hsa-miR-130b,PHF3
hsa-miR-130b,NR2C2AP
hsa-miR-130b,MAP7
hsa-miR-130b,TRIM2
hsa-miR-130b,SH3BP5
hsa-miR-130b,CNOT4
hsa-miR-130b,SUV420H1
hsa-miR-130b,HOXC8
hsa-miR-130b,PPP1R9A
hsa-miR-130b,FYCO1
hsa-miR-130b,RAB5A
hsa-miR-130b,TMEM127
hsa-miR-130b,F3
hsa-miR-130b,RPRD1B
hsa-miR-130b,BTG3
hsa-miR-130b,STYX
hsa-miR-130b,JARID2
hsa-miR-130b,PDZD11
hsa-miR-130b,MID1IP1
hsa-miR-130b,ZNF417
hsa-miR-130b,PDE3B
hsa-miR-130b,SFRS7
hsa-miR-130b,POGZ
hsa-miR-130b,PTPN4
hsa-miR-130b,RAP2C
hsa-miR-130b,PSAP
hsa-miR-130b,ARHGAP12
hsa-miR-130b,TES
hsa-miR-130b,PRUNE2
hsa-miR-130b,SMCR8
hsa-miR-130b,GPATCH2
hsa-miR-130b,TRIM59
hsa-miR-130b,SMYD2
hsa-miR-130b,MAPRE3
hsa-miR-130b,RNF41
hsa-miR-130b,SEC23B
hsa-miR-130b,TCF4
hsa-miR-130b,GNB5
hsa-miR-130b,PAPOLA
hsa-miR-130b,BTBD10
hsa-miR-130b,AD000671.3
hsa-miR-130b,MBNL1
hsa-miR-130b,AC079061.8
hsa-miR-130b,C18orf19
hsa-miR-130b,DYNLL2
hsa-miR-130b,IER3IP1
hsa-miR-130b,SGMS1
hsa-miR-130b,CLIP1
hsa-miR-130b,MAN1C1
hsa-miR-130b,POGK
hsa-miR-130b,TOLLIP
hsa-miR-130b,RAB1B
hsa-miR-130b,HSP90B1
hsa-miR-130b,SESTD1
hsa-miR-130b,CD2AP
hsa-miR-130b,CRY2
hsa-miR-130b,PPP1R15B
hsa-miR-130b,RDH11
hsa-miR-130b,ENPP5
hsa-miR-130b,SPATA2
hsa-miR-130b,CAPZB
hsa-miR-130b,PDZD8
hsa-miR-130b,TNKS1BP1
hsa-miR-130b,CSNK1G1
hsa-miR-130b,SLC5A3
hsa-miR-130b,CDC2L6
hsa-miR-130b,GRAMD1A
hsa-miR-130b,BLCAP
hsa-miR-130b,RAB5B
hsa-miR-130b,ATE1
hsa-miR-130b,LIMA1
hsa-miR-130b,MREG
hsa-miR-130b,NFIB
hsa-miR-130b,SON
hsa-miR-130b,TGFBR2
hsa-miR-130b,SH3PXD2A
hsa-miR-130b,GOPC
hsa-miR-130b,ZNF217
hsa-miR-130b,ZBTB4
hsa-miR-130b,AC010974.1
hsa-miR-130b,TSG101
hsa-miR-130b,AC092436.5-6
hsa-miR-130b,C16orf70
hsa-miR-130b,KATNAL1
hsa-miR-130b,RB1
hsa-miR-130b,TMEM9B
hsa-miR-130b,C12orf65
hsa-miR-130b,EPHA4
hsa-miR-130b,HHEX
hsa-miR-130b,KLF11
hsa-miR-130b,DDX6
hsa-miR-130b,ZCCHC14
hsa-miR-130b,SLAIN1
hsa-miR-130b,ARHGAP1
hsa-miR-130b,NR3C1
hsa-miR-130b,BNIP2
hsa-miR-130b,KLHL28
hsa-miR-130b,RNF145
hsa-miR-130b,ACPL2
hsa-miR-130b,SMAD4
hsa-miR-130b,CKAP5
hsa-miR-130b,PRNP
hsa-miR-130b,AHR
hsa-miR-130b,HCCS
hsa-miR-130b,LBR
hsa-miR-130b,ANKRD52
hsa-miR-130b,LRP8
hsa-miR-130b,MIDN
hsa-miR-130b,RASSF8
hsa-miR-130b,WEE1
hsa-miR-130b,KIAA1826
hsa-miR-130b,SLC44A1
hsa-miR-130b,CPPED1
hsa-miR-130b,SLC10A3
hsa-miR-130b,ARRDC3
hsa-miR-130b,ARID4B
hsa-miR-130b,TNFRSF21
hsa-miR-130b,SFXN5
hsa-miR-130b,HNRNPUL1
hsa-miR-130b,ARL6IP1
hsa-miR-130b,AKAP11
hsa-miR-130b,ZNF202
hsa-miR-130b,SNX12
hsa-miR-130b,HIF1AN
hsa-miR-130b,KLHL21
hsa-miR-130b,EGLN3
hsa-miR-130b,C3orf38
hsa-miR-130b,VLDLR
hsa-miR-130b,DSTYK
hsa-miR-130b,ASB6
hsa-miR-130b,PDRG1
hsa-miR-130b,LDLR
hsa-miR-130b,RUNX3
hsa-miR-130b,ACVR1
hsa-miR-130b,TOM1L2
hsa-miR-130b,AC092664.2
hsa-miR-130b,EGR2
hsa-miR-130b,GPATCH8
hsa-miR-130b,IKZF4
hsa-miR-130b,C1orf63
hsa-miR-130b,RASSF1
hsa-miR-130b,ADARB1
hsa-miR-130b,SGTB
hsa-miR-130b,HOXA5
hsa-miR-130b,PBXIP1
hsa-miR-130b,HIVEP2
hsa-miR-130b,HEG1
hsa-miR-130b,FOXJ3
hsa-miR-130b,ZBTB8
hsa-miR-130b,EIF2C1
hsa-miR-130b,MTMR4
hsa-miR-130b,PAPD4
hsa-miR-130b,RAB12
hsa-miR-130b,FBXL5
hsa-miR-130b,KCTD20
hsa-miR-130b,GFOD1
hsa-miR-130b,ZNF567
hsa-miR-130b,C3orf59
hsa-miR-130b,C7orf60
hsa-miR-130b,BAHD1
hsa-miR-130b,MTMR9
hsa-miR-130b,STRBP
hsa-miR-130b,UBXN2A
hsa-miR-130b,NACC2
hsa-miR-130b,UNC84B
hsa-miR-130b,ERalpha
hsa-miR-130b,TP53INP1
hsa-miR-130b,PPARG
hsa-miR-130b,CSF1
hsa-miR-130b,UVRAG
hsa-miR-130b,ZEB1
hsa-miR-130b,DICER1
hsa-miR-130b,STAT3
hsa-miR-130b,PDGFRA
hsa-miR-130b,PTEN
hsa-miR-130b,ITGB1
hsa-miR-130b,CCNA2
hsa-miR-130b,PPARGC1A
hsa-miR-130b,FMR1
hsa-miR-132,CCNA2
hsa-miR-132,CCNB1
hsa-miR-132,RB1
hsa-miR-132,SIRT1
hsa-miR-132,ARHGAP32
hsa-miR-132,CDKN1A
hsa-miR-132,HBEGF
hsa-miR-132,RASA1
hsa-miR-132,CRK
hsa-miR-132,TJAP1
hsa-miR-132,TLN2
hsa-miR-132,BDNF
hsa-miR-132,HN1
hsa-miR-132,KLHL11
hsa-miR-132,MAPK1
hsa-miR-132,SOX5
hsa-miR-132,IRAK4
hsa-miR-132*,FOXO1
hsa-miR-133a,PKM2
hsa-miR-133a,FSCN1
hsa-miR-133a,GSTP1
hsa-miR-133a,TAGLN2
hsa-miR-133a,RGS3
hsa-miR-133a,EGFL7
hsa-miR-133a,LASP1
hsa-miR-133a,COL1A1
hsa-miR-133a,PIK3R2
hsa-miR-133a,VEGFA
hsa-miR-133a,V-CRK
hsa-miR-133a,PNP
hsa-miR-133a,KRT7
hsa-miR-133a,KCNQ1
hsa-miR-133a,KCNH2
hsa-miR-133a,HCN2
hsa-miR-133a,KLF15
hsa-miR-133a,CASP9
hsa-miR-133a,RHOA
hsa-miR-133b,PKM2
hsa-miR-133b,HCN4
hsa-miR-133b,ERG
hsa-miR-133b,PTBP2
hsa-miR-133b,HCN2
hsa-miR-133b,FSCN1
hsa-miR-133b,MET
hsa-miR-133b,MCL1
hsa-miR-133b,BCL2L2
hsa-miR-133b,IGF1R
hsa-miR-133b,KCNH2
hsa-miR-133b,PITX3
hsa-miR-133b,FAIM
hsa-miR-133b,EGFR
hsa-miR-133b,FGFR1
hsa-miR-133b,CDK13
hsa-miR-133b,PTPRK
hsa-miR-133b,RB1CC1
hsa-miR-133b,CPNE3
hsa-miR-133b,PRDM16
hsa-miR-133b,STK3
hsa-miR-133b,CDC42
hsa-miR-133b,RHOA
hsa-miR-133b,GLI1
hsa-miR-133b,SP1
hsa-miR-133b,TAGLN2
hsa-miR-133b,AKT1
hsa-miR-133b,CXCR4
hsa-miR-133b,MMP9
hsa-miR-133b,CTGF
hsa-miR-133b,FOXL2
hsa-miR-133b,KLF15
hsa-miR-135b,KLF4
hsa-miR-135b,MAFB
hsa-miR-135b,CASR
hsa-miR-135b,PPP2R5C
hsa-miR-135b,SMAD5
hsa-miR-135b,ACVR1B
hsa-miR-135b,BMPR2
hsa-miR-135b,TGFBR1
hsa-miR-135b,LZTS1
hsa-miR-135b,MID1
hsa-miR-135b,MTCH2
hsa-miR-136,MTDH
hsa-miR-136,BCL2
hsa-miR-137,CTBP1
